호선,외부코드,전철역코드,전철역명,출구번호,역세권명
3,320,310,구파발,2,신도초등학교
3,320,310,구파발,2,은평메디텍고등학교
3,320,310,구파발,2,진관동주민센터
3,320,310,구파발,2,은평뉴타운2지구/ 3-2지구
3,320,310,구파발,2,은진초등학교
3,320,310,구파발,3,연신내방면/박석고개
3,320,310,구파발,3,신도고등학교
3,320,310,구파발,3,은평소방서
3,321,311,연신내,1,불광3동
3,321,311,연신내,1,세명컴퓨터고등학교
3,321,311,연신내,1,연천중학교
3,321,311,연신내,1,구파발방면
3,321,311,연신내,2,연신중학교
3,321,311,연신내,2,연광초등학교
3,321,311,연신내,2,연서시장
3,321,311,연신내,2,불광3동
3,321,311,연신내,2,연신중학교
3,321,311,연신내,2,연신초등학교
3,321,311,연신내,2,방송통신대학 서부별관
3,321,311,연신내,2,연서시장
3,321,311,연신내,3,은혜초등학교/연천초등학교
3,321,311,연신내,3,불광제2동주민센터
3,321,311,연신내,3,연신내우체국
3,321,311,연신내,3,불광2동사무소
3,321,311,연신내,3,불광중학교
3,321,311,연신내,3,연천초등학교
3,321,311,연신내,3,은평경찰서
3,321,311,연신내,3,은혜초등학교
3,321,311,연신내,3,불광2동 방면
3,321,311,연신내,3,은평구립도서관
3,321,311,연신내,4,동명여자정보산업고교
3,321,311,연신내,4,동명여고
3,321,311,연신내,4,불광전화국
3,321,311,연신내,4,대조동
3,321,311,연신내,5,대조초등학교
3,321,311,연신내,5,대조주민센터
3,321,311,연신내,5,연지시장
3,321,311,연신내,5,대조초등학교
3,321,311,연신내,5,대조동사무소
3,321,311,연신내,6,갈현초등학교
3,321,311,연신내,6,선일중학교
3,321,311,연신내,6,선일여중/선일여고/선일여상
3,321,311,연신내,6,갈현2동주민센터
3,321,311,연신내,6,갈현초등학교
3,321,311,연신내,6,선일여고
3,321,311,연신내,6,예일여고
3,321,311,연신내,6,갈현2동사무소
3,321,311,연신내,7,갈현1동주민센터
3,321,311,연신내,7,연신내지구대
3,321,311,연신내,7,갈현중앙시장
3,321,311,연신내,7,은평고용안정센터
3,321,311,연신내,7,구파발방면
3,321,311,연신내,7,연신내문고
3,322,312,불광,1,국민연금 관리공단
3,322,312,불광,1,불광 초등학교
3,322,312,불광,1,은평여성인력센터
3,322,312,불광,1,불광동 먹자골목
3,322,312,불광,1,대한생명/ 씨티은행
3,322,312,불광,1,국민은행/신한은행/ 농협
3,322,312,불광,1,삼성프라자 서비스센터
3,322,312,불광,1,미성 아파트/북한산 현대 홈타운
3,322,312,불광,1,VIPS
3,322,312,불광,1,불광1동
3,322,312,불광,2,불광1동 주민센터
3,322,312,불광,2,한국 환경정책평가 연구원
3,322,312,불광,2,한국 환경기술 진흥원
3,322,312,불광,2,한국 여성정책연구원
3,322,312,불광,2,은평구 선거관리 위원회
3,322,312,불광,2,한국 양성평등 교육진흥원
3,322,312,불광,2,북한산 둘레길
3,322,312,불광,2,구기터널방면
3,322,312,불광,2,지속가능발전위원회
3,322,312,불광,2,한국관광공사 관광인력개발원
3,322,312,불광,2,한국여성개발원
3,322,312,불광,2,한국환경정책·평가연구원
3,322,312,불광,3,녹번동방면
3,322,312,불광,3,한전
3,322,312,불광,3,현대아파트
3,322,312,불광,4,기업은행/우리은행
3,322,312,불광,4,녹번동방면
3,322,312,불광,5,국민건강보험공단
3,322,312,불광,5,대은 초등학교
3,322,312,불광,5,대조치안센터
3,322,312,불광,5,불광 시장
3,322,312,불광,5,2001 아울렛/롯데리아
3,322,312,불광,5,대조동
3,322,312,불광,5,불광우체국
3,322,312,불광,5,서부시외 버스터미널
3,322,312,불광,5,은평전화국
3,322,312,불광,6,역촌동방면
3,322,312,불광,7,역촌동방면
3,322,312,불광,8,미성아파트
3,322,312,불광,9,불광초등학교
3,323,313,녹번,1,참고(3번출구 현재 없음.4.5.6번 출구번호가 3.4.5로 변경)
3,323,313,녹번,1,식품의약품안전청 별관
3,323,313,녹번,1,유림빌딩
3,323,313,녹번,1,녹번동
3,323,313,녹번,1,불광방면
3,323,313,녹번,1,녹번파출소
3,323,313,녹번,2,녹번JR아파트/대림아파트
3,323,313,녹번,2,대림아파트
3,323,313,녹번,2,홍은동방면
3,323,313,녹번,3,서대문세무서별관
3,323,313,녹번,3,녹번시장
3,323,313,녹번,3,응암1동
3,323,313,녹번,3,기업은행응암지점
3,323,313,녹번,3,서울특별시 꿈나무마을
3,323,313,녹번,3,은평등기소
3,323,313,녹번,4,녹번동주민센터
3,323,313,녹번,4,녹번종합사회복지관
3,323,313,녹번,4,녹번119안전센터
3,323,313,녹번,4,은평구청(보건소)
3,323,313,녹번,4,은평초등학교
3,323,313,녹번,5,불광방면
3,323,313,녹번,5,한국전력공사
3,324,314,홍제,1,문화촌아파트
3,324,314,홍제,1,서울여자간호대학
3,324,314,홍제,1,세검정길
3,324,314,홍제,1,인왕시장
3,324,314,홍제,1,풍림
3,324,314,홍제,1,홍은1동사무소
3,324,314,홍제,1,홍제전화국
3,324,314,홍제,1,홍제초등학교
3,324,314,홍제,1,홍은1동주민센터
3,324,314,홍제,1,홍제초등학교
3,324,314,홍제,1,서울여자간호대학
3,324,314,홍제,1,유진상가
3,324,314,홍제,1,풍림/벽산/문화촌아파트
3,324,314,홍제,2,기업은행
3,324,314,홍제,2,무악재방면
3,324,314,홍제,2,서대문세무서
3,324,314,홍제,2,현대아파트
3,324,314,홍제,2,서대문세무서
3,324,314,홍제,2,기업은행
3,324,314,홍제,2,인왕초등학교
3,324,314,홍제,2,현대아파트
3,324,314,홍제,3,고은초등학교
3,324,314,홍제,3,서대문구청
3,324,314,홍제,3,서대문등기소
3,324,314,홍제,3,서부노인복지센터
3,324,314,홍제,3,홍제
3,324,314,홍제,3,홍제1동
3,324,314,홍제,3,홍제1동사무소
3,324,314,홍제,3,홍제시장
3,324,314,홍제,3,홍제우체국
3,324,314,홍제,3,홍제파출소
3,324,314,홍제,3,홍제1동주민센터
3,324,314,홍제,3,서대문구청
3,324,314,홍제,3,홍제치안센터
3,324,314,홍제,3,홍제우체국
3,324,314,홍제,3,고은초등학교
3,324,314,홍제,3,서부노인복지센터
3,324,314,홍제,3,서대문등기소
3,324,314,홍제,3,홍제/서울맨션
3,324,314,홍제,4,녹번방면
3,324,314,홍제,4,연희로
3,324,314,홍제,4,현대아파트
3,324,314,홍제,4,홍은동사거리
3,324,314,홍제,4,홍제현대아파트
3,324,314,홍제,4,홍은현대/홍제남양아파트
3,325,315,무악재,1,홍제2동사무소
3,325,315,무악재,1,안산치안센타
3,325,315,무악재,1,서부수도사업소
3,325,315,무악재,1,인왕아파트/안산맨션아파트
3,325,315,무악재,1,인왕궁맨션아파트/인왕산현대아파트
3,325,315,무악재,1,홍제원현대아파트/인왕산어울림아파트
3,325,315,무악재,1,안산맨션아파트
3,325,315,무악재,1,안산파출소
3,325,315,무악재,1,서부수도사업소
3,325,315,무악재,1,인왕궁 맨션아파트
3,325,315,무악재,1,인왕산현대아파트
3,325,315,무악재,1,인왕아파트
3,325,315,무악재,1,홍제4동
3,325,315,무악재,1,홍제4동사무소
3,325,315,무악재,1,홍제원현대아파트
3,325,315,무악재,2,청구아파트
3,325,315,무악재,2,독립문 방면
3,325,315,무악재,2,무악재
3,325,315,무악재,2,청구아파트
3,325,315,무악재,3,안산초등학교
3,325,315,무악재,3,홍제삼성래미안아파트
3,325,315,무악재,3,독립문 방면
3,325,315,무악재,3,무악재
3,325,315,무악재,3,안산초등학교
3,325,315,무악재,3,홍제삼성래미안아파트
3,325,315,무악재,4,홍제1동주민자치센터
3,325,315,무악재,4,우리은행무악지점
3,325,315,무악재,4,한양제일유치원
3,325,315,무악재,4,축복중앙교회
3,325,315,무악재,4,한양아파트/한화아파트
3,325,315,무악재,4,고은맨션아파트
3,325,315,무악재,4,고은맨션아파트
3,325,315,무악재,4,무악재한화아파트
3,325,315,무악재,4,한양아파트
3,325,315,무악재,4,홍제2동
3,325,315,무악재,4,홍제2동사무소
3,326,316,독립문,1,무악동 주민센터
3,326,316,독립문,1,새마을금고/세란병원
3,326,316,독립문,1,현대아이파크아파트
3,326,316,독립문,1,무악동사무소
3,326,316,독립문,1,무악재
3,326,316,독립문,2,기업은행
3,326,316,독립문,2,인왕산/무악현대아파트
3,326,316,독립문,2,무악동
3,326,316,독립문,2,무악현대아파트
3,326,316,독립문,2,중소기업은행
3,326,316,독립문,3,독립문초등학교
3,326,316,독립문,3,사직터널
3,326,316,독립문,3,서울시교육청
3,326,316,독립문,3,독립문로터리
3,326,316,독립문,3,대신중고교
3,326,316,독립문,3,영천교회/영락교회
3,326,316,독립문,3,강북삼성병원/적십자병원
3,326,316,독립문,3,국민은행
3,326,316,독립문,3,아름다운가게
3,326,316,독립문,3,대성맨션아파트
3,326,316,독립문,3,대성맨션아파트
3,326,316,독립문,3,대신중.고교
3,326,316,독립문,3,독립문로터리
3,326,316,독립문,3,독립문초등학교
3,326,316,독립문,3,사직터널
3,326,316,독립문,3,행촌동
3,326,316,독립문,4,독립공원(독립문)
3,326,316,독립문,4,서대문노인복지관
3,326,316,독립문,4,금화초등학교
3,326,316,독립문,4,어린이기념도서관
3,326,316,독립문,4,금화터널
3,326,316,독립문,4,감리교신학대학
3,326,316,독립문,4,천연동주민센터
3,326,316,독립문,4,영천시장/영천사
3,326,316,독립문,4,우리은행/시티은행
3,326,316,독립문,4,세브란스병원(7737버스)
3,326,316,독립문,4,삼호아파트/극동아파트
3,326,316,독립문,4,금화터널
3,326,316,독립문,4,독립문
3,326,316,독립문,4,독립문극동아파트
3,326,316,독립문,4,독립문파출소
3,326,316,독립문,4,삼호아파트
3,326,316,독립문,4,서대문독립공원
3,326,316,독립문,4,영천시장
3,326,316,독립문,4,천연동사무소
3,326,316,독립문,5,한성과학고
3,326,316,독립문,5,서대문형무소역사관
3,326,316,독립문,5,군부대
3,326,316,독립문,5,서대문구의회
3,326,316,독립문,5,대한노인회서대문지회
3,326,316,독립문,5,대한노인회서대문구지회
3,326,316,독립문,5,무악재
3,326,316,독립문,5,서대문구의회
3,326,316,독립문,5,서대문독립공원
3,326,316,독립문,5,서대문형무소역사관
3,326,316,독립문,5,한성과학고교
3,326,316,독립문,5,현저동
3,327,317,경복궁,1,사직공원
3,327,317,경복궁,1,종로도서관/어린이도서관
3,327,317,경복궁,1,서울시유아교육진흥원
3,327,317,경복궁,1,배화여자대학
3,327,317,경복궁,1,사직동주민센터
3,327,317,경복궁,1,종로문화체육센터
3,327,317,경복궁,1,인왕산
3,327,317,경복궁,1,사직터널
3,327,317,경복궁,1,체부동
3,327,317,경복궁,1,배화여자대학
3,327,317,경복궁,1,배화여중·고교
3,327,317,경복궁,1,사직공원
3,327,317,경복궁,1,사직동사무소
3,327,317,경복궁,1,사직터널방면
3,327,317,경복궁,1,사직파출소
3,327,317,경복궁,1,서울시교원연수원
3,327,317,경복궁,1,종로도서관
3,327,317,경복궁,1,체부동
3,327,317,경복궁,2,종로보건소
3,327,317,경복궁,2,효자동주민센터
3,327,317,경복궁,2,국립서울맹학교/국립서울농학교
3,327,317,경복궁,2,참여연대
3,327,317,경복궁,2,토속촌
3,327,317,경복궁,2,우리은행/국민은행
3,327,317,경복궁,2,통인시장
3,327,317,경복궁,2,옥인아파트
3,327,317,경복궁,2,국립서울농학교
3,327,317,경복궁,2,국립서울맹학교
3,327,317,경복궁,2,통인시장
3,327,317,경복궁,2,효자동사무소
3,327,317,경복궁,3,통의동우체국
3,327,317,경복궁,3,경기상고/경복고
3,327,317,경복궁,3,주한교황청대사관/중국대사관
3,327,317,경복궁,3,상명대학교
3,327,317,경복궁,3,보험감독원
3,327,317,경복궁,3,부암동주민센터
3,327,317,경복궁,3,세검정방면/자하문방면
3,327,317,경복궁,3,구기동방면/평창동
3,327,317,경복궁,3,경기상업고교
3,327,317,경복궁,3,경복고교
3,327,317,경복궁,3,상명대학교
3,327,317,경복궁,3,세검정방면
3,327,317,경복궁,3,자하문방면
3,327,317,경복궁,3,주한교황청 대사관
3,327,317,경복궁,3,통의동
3,327,317,경복궁,3,통의동우체국
3,327,317,경복궁,4,청와대
3,327,317,경복궁,4,해외문화홍보원
3,327,317,경복궁,4,고궁박물관/국립민속박물관
3,327,317,경복궁,4,무지개청소년센터
3,327,317,경복궁,4,코오롱패션산업연구원
3,327,317,경복궁,4,대림미술관
3,327,317,경복궁,4,시네마서비스
3,327,317,경복궁,4,국립문화재연구소
3,327,317,경복궁,4,국립민속박물관방면
3,327,317,경복궁,4,정부정보화교육센터
3,327,317,경복궁,4,청와대
3,327,317,경복궁,4,효자동
3,327,317,경복궁,5,경복궁
3,327,317,경복궁,5,고궁박물관/국립민속박물관
3,327,317,경복궁,5,경복궁동편주차장
3,327,317,경복궁,5,삼청동길
3,327,317,경복궁,5,동십자각
3,327,317,경복궁,5,안국동
3,327,317,경복궁,5,서울시티 투어버스 타는곳
3,327,317,경복궁,5,경복궁
3,327,317,경복궁,5,경복궁
3,327,317,경복궁,5,국립문화재연구소
3,327,317,경복궁,5,국립민속박물관방면
3,327,317,경복궁,5,동십자각
3,327,317,경복궁,5,삼청동길
3,327,317,경복궁,5,서울시티투어버스타는곳
3,327,317,경복궁,6,정부서울청사
3,327,317,경복궁,6,세종문화회관
3,327,317,경복궁,6,미국대사관
3,327,317,경복궁,6,한국생산성본부
3,327,317,경복궁,6,국가기록원
3,327,317,경복궁,6,출입국사무소
3,327,317,경복궁,6,적선동/광화문방면
3,327,317,경복궁,6,현대적선빌딩
3,327,317,경복궁,6,경희궁부페
3,327,317,경복궁,6,종교교회
3,327,317,경복궁,6,하나은행/외환은행
3,327,317,경복궁,6,미국대사관
3,327,317,경복궁,6,세종문화회관
3,327,317,경복궁,6,적선동
3,327,317,경복궁,6,정부서울청사
3,327,317,경복궁,6,한국생산성본부
3,327,317,경복궁,7,서울지방경찰청
3,327,317,경복궁,7,구세군회관
3,327,317,경복궁,7,세종로성당
3,327,317,경복궁,7,경찰박물관/역사박물관
3,327,317,경복궁,7,경희궁의 아침
3,327,317,경복궁,7,용비어천가
3,327,317,경복궁,7,풍림아파트
3,327,317,경복궁,7,내자동
3,327,317,경복궁,7,사직터널
3,327,317,경복궁,7,진학사
3,327,317,경복궁,7,구세군회관
3,327,317,경복궁,7,내자동
3,327,317,경복궁,7,사직터널방면
3,327,317,경복궁,7,서울지방경찰청
3,327,317,경복궁,7,세종로 성당
3,328,318,안국,1,덕성여중고교
3,328,318,안국,1,안국동
3,328,318,안국,1,안국우체국
3,328,318,안국,1,정독도서관
3,328,318,안국,1,참여연대
3,328,318,안국,1,국군서울지구병원
3,328,318,안국,1,국립민속박물관/국립중앙박물관
3,328,318,안국,1,윤보선 생가
3,328,318,안국,1,경복궁방면
3,328,318,안국,1,장애인고용공단
3,328,318,안국,1,선진빌딩/안국빌딩
3,328,318,안국,1,한국걸스카우트연맹
3,328,318,안국,1,풍문여고
3,328,318,안국,1,동신빌딩(안동교회)
3,328,318,안국,1,브라질 대사관/프랑스 문화원
3,328,318,안국,1,서울시티투어 버스타는 곳
3,328,318,안국,1,경복궁방면
3,328,318,안국,1,국립민속박물관
3,328,318,안국,1,국립중앙박물관
3,328,318,안국,1,덕성여중고교
3,328,318,안국,1,서울시티투어 버스 타는곳
3,328,318,안국,1,안국동
3,328,318,안국,1,안국우체국
3,328,318,안국,1,정독도서관
3,328,318,안국,1,참여연대
3,328,318,안국,1,풍문여고교
3,328,318,안국,1,한국걸스카웃연맹
3,328,318,안국,2,헌법재판소
3,328,318,안국,2,가회동주민센터
3,328,318,안국,2,재동초등학교
3,328,318,안국,2,감사원
3,328,318,안국,2,필리핀 대사관
3,328,318,안국,2,가든 타워
3,328,318,안국,2,아름다운 가게
3,328,318,안국,2,북촌마을
3,328,318,안국,2,가회동
3,328,318,안국,2,가회동사무소
3,328,318,안국,2,감사원방면
3,328,318,안국,2,재동초등학교
3,328,318,안국,2,헌법재판소
3,328,318,안국,3,대동정보산업고
3,328,318,안국,3,중앙중고교
3,328,318,안국,3,포르투갈대사관
3,328,318,안국,3,현대빌딩
3,328,318,안국,3,창덕궁/원서공원
3,328,318,안국,3,서울시티투어 버스타는 곳
3,328,318,안국,3,대동정보산업고교
3,328,318,안국,3,서울시티투어 버스 타는곳
3,328,318,안국,3,원서공원
3,328,318,안국,3,재동
3,328,318,안국,3,중앙중.고교
3,328,318,안국,3,창덕궁
3,328,318,안국,4,일본문화원
3,328,318,안국,4,운현초등학교
3,328,318,안국,4,덕성여대평생교육원
3,328,318,안국,4,교동초등학교
3,328,318,안국,4,경원특수학교
3,328,318,안국,4,녹색연합
3,328,318,안국,4,종로세무서
3,328,318,안국,4,삼환기업
3,328,318,안국,4,종로웨딩문화원(천도교)
3,328,318,안국,4,운현궁
3,328,318,안국,4,교동초등학교
3,328,318,안국,4,덕성여대평생교육원
3,328,318,안국,4,운니동
3,328,318,안국,4,운현궁
3,328,318,안국,4,운현초등학교
3,328,318,안국,4,일본문화원
3,328,318,안국,5,서울노인복지센터
3,328,318,안국,5,한국 아랍 친선협회
3,328,318,안국,5,낙원악기상가
3,328,318,안국,5,고합빌딩/수운회관
3,328,318,안국,5,경운동
3,328,318,안국,5,낙원상가
3,328,318,안국,5,서울 노인복지센터
3,328,318,안국,5,한국-아랍 친선협회
3,328,318,안국,6,종로경찰서
3,328,318,안국,6,종로고용안정센터
3,328,318,안국,6,체신기념관
3,328,318,안국,6,한국일보/코리아타임즈
3,328,318,안국,6,YTN뉴스/국세청
3,328,318,안국,6,외교통상부(여권/ 이주/ 영사과)
3,328,318,안국,6,일본대사관
3,328,318,안국,6,종로구청
3,328,318,안국,6,SK허브빌딩/동덕빌딩
3,328,318,안국,6,골동품상가(조계사)
3,328,318,안국,6,인사동/쌈지길/남인사
3,328,318,안국,6,서울시티투어 버스타는 곳
3,328,318,안국,6,(주)YTN(연합뉴스)
3,328,318,안국,6,골동품상가
3,328,318,안국,6,관훈동
3,328,318,안국,6,국세청
3,328,318,안국,6,서울시티투어 버스 타는곳
3,328,318,안국,6,연합뉴스
3,328,318,안국,6,외교통상부 여권
3,328,318,안국,6,인사동
3,328,318,안국,6,일본대사관
3,328,318,안국,6,조계사
3,328,318,안국,6,종로경찰서
3,328,318,안국,6,종로고용안정센타
3,328,318,안국,6,체신기념관
3,328,318,안국,6,코리아타임즈
3,328,318,안국,6,한국일보사
3,331,321,충무로,1,동국대학교
3,331,321,충무로,1,퇴계로 5가 방면
3,331,321,충무로,1,필동사무소
3,331,321,충무로,1,제일병원
3,331,321,충무로,1,대한극장
3,331,321,충무로,2,남산골 한옥마을
3,331,321,충무로,2,남산방면
3,331,321,충무로,2,필동사무소
3,331,321,충무로,2,한국의집
3,331,321,충무로,3,퇴계로 2
3,331,321,충무로,3,필동사무소
3,331,321,충무로,3,한국의집
3,331,321,충무로,3,남산골 한옥마을
3,331,321,충무로,4,교통방송
3,331,321,충무로,4,남산골한옥마을
3,331,321,충무로,4,남산방면
3,331,321,충무로,4,도시철도공사연수원
3,331,321,충무로,4,매일경제미디어센터
3,331,321,충무로,4,문학의집
3,331,321,충무로,4,서울시건설안전관리본부
3,331,321,충무로,4,서울시정개발연구원
3,331,321,충무로,4,서울시티투어 버스 타는곳
3,331,321,충무로,4,중부세무서
3,331,321,충무로,4,퇴계로파출소
3,331,321,충무로,4,필동1가
3,331,321,충무로,4,충무지구대
3,331,321,충무로,4,서울특별시 소방방재본부
3,331,321,충무로,4,서울특별시 남산별관
3,331,321,충무로,4,남산케이블카
3,331,321,충무로,4,서울종합방재센터
3,331,321,충무로,4,매일경제 미디어센터
3,331,321,충무로,4,서울시티투어 버스타는 곳
3,331,321,충무로,4,서울유스호스텔
3,331,321,충무로,4,진실.화해를 위한 과거사정리 위원회
3,331,321,충무로,4,아스토리아호텔
3,331,321,충무로,4,우리은행
3,331,321,충무로,5,명동방면
3,331,321,충무로,5,중부경찰서
3,331,321,충무로,5,극동빌딩
3,331,321,충무로,6,을지로방면
3,331,321,충무로,6,서울경제신문사
3,331,321,충무로,6,스카라극장
3,331,321,충무로,7,을지로방면
3,331,321,충무로,7,인현동 1가
3,331,321,충무로,7,매일경제신문사
3,331,321,충무로,7,명보극장
3,331,321,충무로,8,매일경제신문사
3,331,321,충무로,8,중구청
3,331,321,충무로,8,을지로4가우체국
3,331,321,충무로,8,진양상가/ 신성상가
3,331,321,충무로,8,국민은행
3,331,321,충무로,8,중부시장
3,331,321,충무로,8,충무로자이
3,331,321,충무로,9,퇴계로 5가 방면
3,332,322,동대입구,1,충무초등학교
3,332,322,동대입구,1,엠버서더호텔
3,332,322,동대입구,1,삼성제일병원
3,332,322,동대입구,1,장충동 2가
3,332,322,동대입구,1,퇴계로 방향
3,332,322,동대입구,1,서울시티투어 버스 타는곳
3,332,322,동대입구,1,장충동 2가
3,332,322,동대입구,1,충무초등학교
3,332,322,동대입구,1,퇴계로 방면
3,332,322,동대입구,2,태극당
3,332,322,동대입구,2,쌍림동방향
3,332,322,동대입구,2,동대문운동장 방면
3,332,322,동대입구,2,쌍림동
3,332,322,동대입구,3,장충동 주민센터
3,332,322,동대입구,3,평화시장 방향
3,332,322,동대입구,3,장충족발 골목
3,332,322,동대입구,3,장충동1가
3,332,322,동대입구,3,광희문 방향
3,332,322,동대입구,3,광희문 방면
3,332,322,동대입구,3,장충동1가
3,332,322,동대입구,3,장충동사무소
3,332,322,동대입구,4,장충초등학교
3,332,322,동대입구,4,신당2동 방향
3,332,322,동대입구,4,약수역
3,332,322,동대입구,4,신당2동
3,332,322,동대입구,4,약수방면
3,332,322,동대입구,4,장충초등학교
3,332,322,동대입구,5,한국자유총연맹
3,332,322,동대입구,5,장충 체육관
3,332,322,동대입구,5,신라호텔
3,332,322,동대입구,5,장충체육관
3,332,322,동대입구,5,한국자유총연맹
3,332,322,동대입구,6,국립극장 셔틀버스
3,332,322,동대입구,6,동국대학교
3,332,322,동대입구,6,을지지구대
3,332,322,동대입구,6,중부수도사업소
3,332,322,동대입구,6,민주평화통일자문회
3,332,322,동대입구,6,국립극장
3,332,322,동대입구,6,N서울타워/ 남산공원
3,332,322,동대입구,6,장충공원/ 장충동
3,332,322,동대입구,6,한남대교 방향
3,332,322,동대입구,6,공원파출소
3,332,322,동대입구,6,국립 극장
3,332,322,동대입구,6,동국 대학교
3,332,322,동대입구,6,장충단 공원
3,332,322,동대입구,6,장충동
3,332,322,동대입구,6,중부수도사업소
3,333,323,약수,1,신당2동 사무소
3,333,323,약수,1,신당2파출소
3,333,323,약수,1,장충 초등학교
3,333,323,약수,01월 02일,장충초등학교
3,333,323,약수,01월 02일,신당2동치안센터
3,333,323,약수,01월 02일,중구정신보건센터
3,333,323,약수,10,장충체육관
3,333,323,약수,10,신당2동주민센터
3,333,323,약수,10,선일빌딩
3,333,323,약수,10,장충체육관
3,333,323,약수,3,청구초등학교
3,333,323,약수,3,신당4동주민센터
3,333,323,약수,3,신당우체국
3,333,323,약수,3,약수하이츠아파트
3,333,323,약수,3,신당4동 사무소
3,333,323,약수,3,신당우체국
3,333,323,약수,3,약수하이츠 아파트
3,333,323,약수,3,청구 초등학교
3,333,323,약수,4,금호터널
3,333,323,약수,4,금호동방면
3,333,323,약수,4,금호터널
3,333,323,약수,5,서울방송고등학교
3,333,323,약수,5,약수지구대
3,333,323,약수,5,중구청소년수련관
3,333,323,약수,5,남산타운아파트
3,333,323,약수,5,약수시장
3,333,323,약수,5,남산타운아파트
3,333,323,약수,5,동호정보공업고등학교
3,333,323,약수,5,약수시장
3,333,323,약수,5,약수파출소
3,333,323,약수,5,중구청소년수련관
3,333,323,약수,6,신당3동주민센타
3,333,323,약수,7,신당3동주민센타
3,333,323,약수,7,약수시장
3,333,323,약수,8,신당2동주민센타
3,333,323,약수,8,버티고개방면
3,333,323,약수,9,신당2동주민센터
3,333,323,약수,9,장충중/고등학교
3,333,323,약수,9,장원중학교
3,333,323,약수,9,신당종합사회복지관
3,333,323,약수,9,신당종합사회복지관
3,333,323,약수,9,장충 중
3,333,323,약수,9,장충여자중학교
3,334,324,금호,1,금호초등학교
3,334,324,금호,1,금남시장
3,334,324,금호,1,두산아파트
3,334,324,금호,1,금호1차푸르지오아파트
3,334,324,금호,1,금호한신휴플러스아파트
3,334,324,금호,1,금남시장
3,334,324,금호,1,금호3가동사무소
3,334,324,금호,1,금호4가파출소
3,334,324,금호,1,금호공원
3,334,324,금호,1,금호로터리
3,334,324,금호,1,금호초등학교
3,334,324,금호,1,금호터널
3,334,324,금호,1,대우아파트
3,334,324,금호,1,두산아파트
3,334,324,금호,2,금옥초등학교
3,334,324,금호,2,금호동롯데아파트
3,334,324,금호,2,금남시장
3,334,324,금호,2,금호4가파출소
3,334,324,금호,2,대우아파트
3,334,324,금호,2,마을버스정류장
3,334,324,금호,3,브라운스톤금호아파트
3,334,324,금호,3,금옥초등학교
3,334,324,금호,3,금호4가동
3,334,324,금호,3,롯데아파트
3,334,324,금호,3,옥수터널
3,334,324,금호,4,서울방송고등학교
3,334,324,금호,4,옥수동주민센터
3,334,324,금호,4,옥정중학교/옥정초등학교
3,334,324,금호,4,옥수치안센터
3,334,324,금호,4,극동아파트/한남하이츠아파트
3,334,324,금호,4,삼성아파트/옥수하이츠아파트
3,334,324,금호,4,옥수강변풍림아이원아파트
3,334,324,금호,4,독서당길
3,334,324,금호,4,동호정보공업고등학교
3,334,324,금호,4,옥수1동사무소
3,334,324,금호,4,옥수터널
3,334,324,금호,5,옥수동
3,334,324,금호,5,금호터널
3,334,324,금호,5,동호정보공업고등학교
3,334,324,금호,5,약수방면
3,334,324,금호,7,현대아파트/ 대우아파트
3,335,325,옥수,1,옥수동
3,335,325,옥수,2,동호대교
3,335,325,옥수,3,빙고골
3,335,325,옥수,4,옥수2동사무소
3,335,325,옥수,4,옥수동
3,335,325,옥수,4,옥수파출소
3,335,325,옥수,4,옥정초등학교
3,335,325,옥수,5,동호대교
3,335,325,옥수,6,옥수2동사무소
3,335,325,옥수,6,옥수동
3,335,325,옥수,6,옥수파출소
3,335,325,옥수,6,옥정중학교
3,335,325,옥수,6,옥정초등학교
3,335,325,옥수,7,금옥초등학교
3,335,325,옥수,7,미타사
3,335,325,옥수,7,옥수1동사무소
3,335,325,옥수,7,옥수파출소
3,336,326,압구정,1,구정중.고교
3,336,326,압구정,1,구정초등학교
3,336,326,압구정,1,구현대아파트
3,336,326,압구정,1,서울현대아파트우체국
3,336,326,압구정,1,압구정1동사무소
3,336,326,압구정,1,압구정1파출소
3,336,326,압구정,2,신구중학교
3,336,326,압구정,3,KT 신사지사
3,336,326,압구정,3,기기유화시험연구원
3,336,326,압구정,3,신구중학교
3,336,326,압구정,3,압구정동
3,336,326,압구정,3,현대맨션
3,336,326,압구정,4,논현동방면
3,336,326,압구정,4,신사동
3,336,326,압구정,4,역삼동방면
3,336,326,압구정,5,신구초등학교
3,336,326,압구정,5,신구초등학교
3,336,326,압구정,6,현대백화점
3,336,326,압구정,6,미성아파트
3,336,326,압구정,6,신사중학교
3,336,326,압구정,6,신현대아파트
3,336,326,압구정,6,현대고등학교
3,336,326,압구정,6,현대아파트
3,337,327,신사,1,국민연금 강남신사지사
3,337,327,신사,1,논현1동
3,337,327,신사,1,논현아파트
3,337,327,신사,1,학동공원
3,337,327,신사,1,서울세관방면
3,337,327,신사,2,논현1동
3,337,327,신사,2,동양아트홀
3,337,327,신사,3,강남대로
3,337,327,신사,3,영동시장
3,337,327,신사,3,7호선 논현역
3,337,327,신사,4,강남대로
3,337,327,신사,4,새서울맨션(새서울아파트)
3,337,327,신사,4,잠원동
3,337,327,신사,4,7호선논현역
3,337,327,신사,4,잠원동주민센터
3,337,327,신사,4,휴먼타워
3,337,327,신사,5,설악아파트
3,337,327,신사,5,잠원동
3,337,327,신사,5,한신신반포아파트
